Protein ID,Rank Score, Type
YER164W,0.000617039265667,Shore
YER017C,0.000613999640057,Essential
YER094C,0.000613913934806,Essential
YDR027C,0.000613465156067,Essential
YCR071C,0.000612767131827,Essential
YCR072C,0.000612504475248,Essential
YJL039C,0.000612340033685,Essential
YKL155C,0.000611269998269,Essential
YDR121W,0.000609260519685,Bridge
YGL133W,0.000606469090223,Essential
YML114C,0.000606371960494,Fjord
YDR005C,0.000605919666071,Essential
YBR017C,0.000605036660859,Essential
YOR299W,0.000604049967098,Essential
YGR166W,0.000602889499123,Essential
YKL122C,0.000602556821559,Essential
YJR101W,0.000600001619461,Essential
YOR304W,0.000599697612831,Bridge
YNL085W,0.000597621157124,Essential
YGR084C,0.000594891188415,Essential
YMR089C,0.000592754492234,Essential
YGR186W,0.000592294006286,Essential
YER129W,0.000591467299476,Essential
YOR145C,0.000590653134679,Essential
YNL097C,0.000590425035936,Essential
YJL063C,0.000588359970411,Essential
YGL025C,0.000587616448838,Essential
YDR484W,0.000586810550347,Essential
YKR085C,0.000586716298038,Essential
YDR116C,0.000584600546422,Essential
YNR010W,0.000582743683881,Essential
YGR275W,0.000578251798684,Shore
YCR042C,0.000576792792728,Shore
YDR308C,0.000575341006775,Essential
YLR430W,0.000571808922544,Essential
YNL071W,0.000568610596246,Essential
YNL137C,0.000567221902308,Essential
YLR005W,0.00056662295795,Essential
YNR023W,0.000564571758202,Essential
YLR129W,0.000563102692301,Essential
YMR112C,0.000563028185672,Essential
YIL125W,0.000557498165164,Essential
YJR042W,0.000557028660659,Essential
YER171W,0.00055616275233,Essential
YPL101W,0.000556003426147,Essential
YOL005C,0.000555685866009,Essential
YLL011W,0.000555571407211,Essential
YMR261C,0.000554670176574,Fjord
YMR109W,0.000553091676257,Essential
YNL076W,0.000551208846644,Essential
YNL243W,0.000550993864361,Essential
YGR193C,0.000549918513804,Essential
YGR167W,0.000549029915797,Essential
YMR188C,0.000548672484731,Essential
YDR335W,0.000547897193032,Essential
YGL129C,0.000546209521036,Essential
YNL282W,0.000545239868295,Essential
YPL020C,0.000544654814001,Essential
YDR171W,0.000543348317979,Fjord
YGL241W,0.000542814274152,Essential
YOR144C,0.000541549750932,Essential
YKL167C,0.000537907076856,Essential
YFL007W,0.000537495723617,Essential
YML109W,0.000528545124453,Essential
YKR006C,0.000524358969215,Essential
YOR150W,0.000524098731426,Essential
YNL078W,0.000523943679326,Essential
YDR359C,0.000518341078339,Essential
YJL011C,0.000518119853686,Essential
YNL075W,0.0005180437877,Essential
YLR192C,0.000514421187916,Essential
YDL175C,0.000513650197413,Essential
YDR118W,0.000513395027136,Essential
YMR193W,0.00051288004028,Essential
YOR036W,0.000511378163982,Essential
YBR095C,0.000510624791633,Essential
YHR039C-A,0.000507606993059,Essential
YMR075W,0.000505954821578,Essential
YBR279W,0.000505647579722,Essential
YDR001C,0.000503887038641,Essential
YBL007C,0.000503176852991,Essential
YMR146C,0.000501995129735,Essential
YER071C,0.0005002498363,Essential
YIL128W,0.000499896419334,Essential
YEL015W,0.000499417673347,Essential
YKL119C,0.0004992858599,Essential
YKR059W,0.000498735753858,Essential
YAR002W,0.000497695455865,Essential
YIR002C,0.000491581788614,Essential
YPR056W,0.000491233573238,Essential
YDL160C,0.000490811201254,Essential
YOL051W,0.000490638078169,Essential
YLR102C,0.000489894496778,Essential
YLR448W,0.000486629390252,Essential
YGR145W,0.000485432582449,Essential
YOR179C,0.000483696480579,Essential
YBR065C,0.000482953359466,Essential
YOR250C,0.000482471990256,Essential
YBL041W,0.0004823085014,Essential
YFL049W,0.000481467575952,Essential
YDR073W,0.000477691358536,Essential
YPL249C-A,0.000476074057097,Essential
YDR381W,0.000475690187835,Essential
YEL056W,0.00047247620721,Essential
YKL014C,0.000471552098616,Fjord
YHR056C,0.000471339124842,Essential
YDL084W,0.000469323310295,Essential
YLR441C,0.000468931005577,Fjord
YNL049C,0.000468768001839,Essential
YOL149W,0.000468652673072,Essential
YLR398C,0.000467977752863,Essential
YDL075W,0.000464399951672,Essential
YER012W,0.000463047296401,Essential
YAL013W,0.00046233662497,Essential
YNL118C,0.000459902284788,Essential
YML077W,0.000459004723921,Essential
YLR312W-A,0.000458065480855,Essential
YBR122C,0.000448416841249,Essential
YDL149W,0.000446820417023,Essential
YJR041C,0.000446280331008,Fjord
YPL001W,0.000443048596726,Essential
YLL022C,0.000441435900046,Essential
YOL115W,0.000437804718804,Essential
YBR105C,0.000435328775083,Fjord
YHL033C,0.000432609429459,Fjord
YDR469W,0.000431346254132,Essential
YOL070C,0.000428498976839,Essential
YPL049C,0.000427551663087,Essential
YDR175C,0.000427460688972,Essential
YNL209W,0.000426908550742,Essential
YNL023C,0.000426528281147,Essential
YIL161W,0.000424196728439,Essential
YLL004W,0.000423250860176,Essential
YER036C,0.000418123719001,Fjord
YDR246W,0.000417897746573,Essential
YBR025C,0.00041576908577,Essential
YNR051C,0.000412275514012,Essential
YDL015C,0.000409174020771,Essential
YGL044C,0.000406236113025,Essential
YNL177C,0.000404643142599,Essential
YDR170C,0.000403273659235,Essential
YDR087C,0.000402872995222,Essential
YJL050W,0.000401756701183,Essential
YOR123C,0.000400729687813,Essential
YBL090W,0.000399131342164,Essential
YNL107W,0.000398642566709,Essential
YMR227C,0.000393919326344,Essential
YNL222W,0.000392879084819,Essential
YOR210W,0.000392180194921,Essential
YDR502C,0.000392147265516,Essential
YKL028W,0.000390486270844,Essential
YML117W,0.000390347096378,Essential
YJL080C,0.000389093424761,Essential
YKL088W,0.000388651657975,Essential
YEL054C,0.000383157236075,Fjord
YOL144W,0.000379371455077,Fjord
YPR101W,0.000376982497674,Essential
YMR172W,0.000376884327683,Essential
YHR081W,0.000372490992416,Essential
YEL022W,0.000371290701378,Essential
YNL082W,0.000370418534797,Fjord
YDL043C,0.000368705863154,Essential
YGR116W,0.000366824926965,Essential
YDR364C,0.0003602708992,Essential
YKR028W,0.000359032464887,Fjord
YPR112C,0.000355148349911,Essential
YNL113W,0.000354744430796,Essential
YMR167W,0.0003462985081,Fjord
YDR225W,0.000345811067506,Essential
YER139C,0.000344159123508,Essential
YJR121W,0.000340367261272,Essential
YOR243C,0.000331263302557,Essential
YHR170W,0.000327214564103,Essential
YEL018W,0.000318089562448,Essential
YNL253W,0.000317406077476,Essential
YPL042C,0.000316015457543,Essential
YDR202C,0.000315767149043,Fjord
YLR035C,0.000309505247036,Fjord
YKL157W,0.000305334071001,Essential
YOR098C,0.000305046707133,Essential
YDL171C,0.000302738701027,Essential
YDR207C,0.000299419410957,Essential
YCL037C,0.000298293827548,Essential
YGL245W,0.000297432530274,Essential
YMR304W,0.000297107985401,Fjord
YMR239C,0.000296613312165,Essential
YBR114W,0.00029628036768,Fjord
YKL143W,0.000293381420125,Essential
YJR132W,0.000286275719231,Essential
YBR158W,0.000284758399037,Essential
YBR267W,0.000277135981732,Essential
YKR060W,0.000275046026156,Essential
YDR450W,0.000273742875384,Essential
YKL182W,0.000272879687432,Fjord
YLR029C,0.000272486490452,Essential
YHR128W,0.000268926362299,Essential
YFL045C,0.00026659950845,Essential
YJR045C,0.000265734860519,Fjord
YGL016W,0.000264449753934,Essential
YOR319W,0.000263597154209,Essential
YGL213C,0.000262972577304,Essential
YOL098C,0.000249031616229,Essential
YJR050W,0.00024677007111,Essential
YGL171W,0.000244970767507,Essential
YIR009W,0.000237979047589,Essential
YGL103W,0.000235738202558,Essential
YBR282W,0.0002326026134,Fjord
YBL074C,0.000227796787536,Essential
YKL152C,0.000214936298237,Fjord
YPL128C,0.000208176982374,Fjord
YGR063C,0.000207721666961,Fjord
YGR240C,0.000196490432874,Fjord
YPR093C,0.000190525013389,Fjord
YDR069C,0.000187181720744,Fjord
YKR022C,0.000182897152054,Fjord
YHR020W,0.000174679972377,Fjord
YPL081W,0.000170290485779,Fjord
YGL246C,0.000170047525916,Fjord
YDL082W,0.000158994383246,Fjord
YLR325C,0.000157255455588,Fjord
YPR102C,0.000156288118582,Fjord
YIL133C,0.000156202504609,Fjord
YDR299W,0.000153076945958,Fjord
